Type,Identification,Field,Locale,Market,Status,Default content,Translated content
ONLINE_STORE_THEME,'157434380521,shopify.checkout.stock.out_of_stock.description,ar,,,These items are no longer available and have been removed from your cart.,هذه العناصر لم تعد متاحة وتمت إزالتها من سلتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.stock.out_of_stock.items_unavailable,ar,,,Some items are no longer available and have been removed from your cart.,بعض العناصر لم تعد متاحة وتمت إزالتها من سلتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.stock.out_of_stock_in_context_label,ar,,,This product is not available in your country/region.,هذا المنتج غير متاح في بلدك/منطقتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.title.one,ar,,,Unavailable product,منتج غير متاح
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.title.other,ar,,,Unavailable products,منتجات غير متاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.products_not_available.one,ar,,,This product will be removed from your cart because it's not available in your country/region.,سيتم إزالة هذا المنتج من سلتك لأنه غير متاح في بلدك/منطقتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.products_not_available.other,ar,,,These products will be removed from your cart because they're not available in your country/region.,سيتم إزالة هذه المنتجات من سلتك لأنها غير متاحة في بلدك/منطقتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.all_products_in_cart_unavailable.one,ar,,,This product is not available in your country/region.,هذا المنتج غير متاح في بلدك/منطقتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.all_products_in_cart_unavailable.other,ar,,,These products are not available in your country/region.,هذه المنتجات غير متاحة في بلدك/منطقتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.contextual_availability.unavailable_label,ar,,,Unavailable,غير متاح
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.banner_title.some_products_one,ar,,,This product is not available for delivery to %{location_name}.,هذا المنتج غير متاح للتوصيل إلى %{location_name}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.banner_title.some_products_other,ar,,,These products are not available for delivery to %{location_name}.,هذه المنتجات غير متاحة للتوصيل إلى %{location_name}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.banner_title.all_products_one,ar,,,The product in your cart is not available for delivery to %{location_name}.,المنتج في سلتك غير متاح للتوصيل إلى %{location_name}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.banner_title.all_products_other,ar,,,The products in your cart are not available for delivery to %{location_name}.,المنتجات في سلتك غير متاحة للتوصيل إلى %{location_name}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.missing_country_fallback,ar,,,your country,بلدك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.indeterminate_location_fallback,ar,,,your location,موقعك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.cart_updated,ar,,,Your cart has been updated.,تم تحديث سلتك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.change_address_only,ar,,,Change delivery address to continue.,غيّر عنوان التوصيل للمتابعة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.change_address_or_remove,ar,,,Change delivery address or %{remove_action}.,غيّر عنوان التوصيل أو إمّا أزل %{remove_action}.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.remove_items_action.one,ar,,,remove unavailable item,إزالة عنصر غير متاح
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.remove_items_action.other,ar,,,remove unavailable items,إزالة عناصر غير متاحة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.empty_cart_action,ar,,,empty cart and return to store,افرغ السلة والعودة إلى المتجر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.merchandise_unavailable_in_buyer_location.unavailable_line_item,ar,,,%{product_name} / %{variant_label},%{product_name} / %{variant_label}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.deliverability.not_deliverable.title.one,ar,,,No delivery available for %{count} item,لا توصيل متاح لـ %{count} قطعة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.deliverability.not_deliverable.title.other,ar,,,No delivery available for %{count} items,لا توصيل متاح لـ %{count} قطع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.deliverability.not_deliverable.message.one,ar,,,This item will be removed from your cart because there are no delivery methods available for your address.,سيتم إزالة هذه القطعة من سلتك لأنه لا توجد طرق توصيل متاحة لعنوانك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.deliverability.not_deliverable.message.other,ar,,,These items will be removed from your cart because there are no delivery methods available for your address.,سيتم إزالة هذه القطع من سلتك لأنها لا تتاح لها طرق توصيل لعنوانك.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.deliverability.not_deliverable.label,ar,,,No delivery,لا توصيل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.title,ar,,,Order summary,ملخص الطلب
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.group_title_label,ar,,,"Part of ""%{group_title}""","جزء من ""%{group_title}"""
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.for_add_on,ar,,,For: %{group_title},لـ: %{group_title}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.from_shop_heading,ar,,,From %{shop_name},من %{shop_name}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.from_other_stores_heading,ar,,,From other stores,من متاجر أخرى
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.from_multiple_stores_heading,ar,,,From multiple stores,من عدة متاجر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.number_items.one,ar,,,%{count} item,%{count} قطعة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.number_items.other,ar,,,%{count} items,%{count} قطع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.view_all_items.one,ar,,,View %{count} item,عرض %{count} قطعة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.view_all_items.other,ar,,,View all %{count} items,عرض جميع %{count} القطع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.more_items_modal.search_item,ar,,,Search,بحث
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.more_items_modal.clear_search,ar,,,Clear search,مسح البحث
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.more_items_modal.empty_results,ar,,,"No results found for ""%{searchText}"". Check the spelling or use a different word or phrase.","لم يتم العثور على نتائج لـ ""%{searchText}"". تحقّق من الإملاء أو جرّب كلمة أخرى."
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.more_items_modal.number_items_shown,ar,,,%{shownNumber} of %{totalNumber} items,%{shownNumber} من %{totalNumber} قطع
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.order_name_label,ar,,,Order %{name},طلب %{name}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.shopping_cart_label,ar,,,Shopping cart,سلة التسوق
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_title,ar,,,Discount,الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_title_stacking.one,ar,,,Discount,الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_title_stacking.other,ar,,,Discounts,الخصومات
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_order_stacking.one,ar,,,Order discount,خصم الطلب
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_order_stacking.other,ar,,,Order discounts,خصومات الطلب
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_label,ar,,,Discount code,كود الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_not_found,ar,,,Unable to find a valid discount matching the code entered,يتعذر العثور على خصم صالح يتوافق مع الكود المدخل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_placeholder,ar,,,Discount code,رمز الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_code_applied,ar,,,Discount code applied,تم تطبيق رمز الخصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.shipping_pending_value,ar,,,—,—
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.unit_price.content_html,ar,,,%{price}%{accessible_separator}%{per_unit},%{price}%{accessible_separator}%{per_unit}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.unit_price.per_unit.single,ar,,,%{price}/%{unit},%{price}/%{unit}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.unit_price.per_unit.plural,ar,,,%{price}/%{count}%{unit},%{price}/%{count}%{unit}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.gift_card_masked,ar,,,•••• %{last_characters},•••• %{last_characters}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.total_updated_label_with_price,ar,,,Updated total price: %{totalPrice},الإجمالي المحدث: %{totalPrice}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.updated_shipping_method,ar,,,Updated shipping method: %{shipping_method},طريقة الشحن محدثة: %{shipping_method}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.recurring_payments,ar,,,Recurring Payments,المدفوعات المتكررة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.recurring_total_multiple_label,ar,,,This order has a recurring charge for multiple items.,هذه الطلبية تتضمن رسوم متكررة لبضائع متعددة.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.deferred_total_due_date_label,ar,,,Total due {{date}},المطلوب الدفع حتى تاريخ {{date}}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.deferred_total_due_date_label_next,ar,,,Due %{date},المطلوب الدفع %{date}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.full_price,ar,,,Full price: %{price},السعر الكامل: %{price}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.custom_discount,ar,,,Custom discount,خصم مخصص
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.expand_component_information.one,ar,,,Show %{count} item,اعرض %{count} عنصر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.expand_component_information.other,ar,,,Show %{count} items,اعرض %{count} عناصر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.collapse_component_information.one,ar,,,Hide %{count} item,اخفِ %{count} بندًا
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.collapse_component_information.other,ar,,,Hide %{count} items,أخفِ %{count} بنود
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.component_quantity_title,ar,,,%{quantity} × %{product_title},%{quantity} × %{product_title}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_discovery.add_code,ar,,,Add discount,أضف خصم
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_discovery.merchandise_quantity_label.one,ar,,,%{count} item,%{count} عنصر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.order_summary.discount_discovery.merchandise_quantity_label.other,ar,,,%{count} items,%{count} عناصر
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.title,ar,,,Shipping,الشحن
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.delivery_title,ar,,,Delivery,التوصيل
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_title,ar,,,Shipping method,طريقة الشحن
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_rollup_accessibility_label,ar,,,Shipping method options,خيارات طريقة الشحن
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_one_time_purchase_group_title,ar,,,One-time purchase,شراء لمرة واحدة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_first_shipment_group_title.one,ar,,,First shipment,الشحنة الأولى
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_first_shipment_group_title.other,ar,,,First shipments,أول شحنات
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_subscription_group_title,ar,,,Subscription,اشتراك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_recurring_shipments_group_title.one,ar,,,Recurring shipment,شحنة متكررة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.shipping_method_recurring_shipments_group_title.other,ar,,,Recurring shipments,شحنات متكررة
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_shipping,ar,,,Subscription shipping,شحن الاشتراك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_local_delivery,ar,,,Subscription local delivery,توصيل محلي للاشتراك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_pickup,ar,,,Subscription pickup,استلام الاشتراك
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.waiting_on_rate_notice,ar,,,Getting available shipping rates…,ابحث عن أسعار الشحن المتوفرة…
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.waiting_on_pickup_location_notice,ar,,,Getting available pick up locations…,جارٍ العثور على مواقع الاستلام المتاحة…
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.no_rates_for_cart_or_destination_notice,ar,,,There are no shipping methods available for your cart or address,لا توجد طرق شحن متاحة لسلة الشراء أو العنوان
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.no_pickup_location_notice,ar,,,At least one of your products is not available for pick up,أحد منتجاتك غير متاح للاستلام
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.no_rates_for_country_notice,ar,,,No shipping rates found for this address.,لا توجد أسعار شحن لهذا العنوان.
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.no_rates_contact_notice,ar,,,Contact us for more information,تواصل معنا للمزيد من المعلومات
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.delivery_date_range,ar,,,%{min_time}–%{max_time},%{min_time}–%{max_time}
ONLINE_STORE_THEME,'157434380521,shopify.checkout.shipping.subscription_delivery_description.first_n_order_free_with_cycle_delivery_not_included.other,ar,,,"Free shipping for %{count} deliveries, then %{recurring_order_shipping_price}",الشحن مجاني لـ %{count} توصلات، ثم %{recurring_order_shipping_price}
