Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,'466273272041,title,ar,,,Shop Skin,تسوّق العناية بالبشرة
COLLECTION,'466273272041,body_html,ar,,,"<style>#html-body [data-pb-style=ALDI718],#html-body [data-pb-style=MQ8O7QJ]{background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}#html-body [data-pb-style=ALDI718]{justify-content:center;display:flex;flex-direction:column;border-style:none;border-width:1px;border-radius:0;margin:0;padding:0}#html-body [data-pb-style=MQ8O7QJ]{align-self:stretch}#html-body [data-pb-style=HYYG8SI]{display:flex;width:100%}#html-body [data-pb-style=FMLNFD5],#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{justify-content:center;display:flex;flex-direction:column;background-size:cover;background-repeat:no-repeat;background-attachment:scroll;align-self:stretch}#html-body [data-pb-style=FMLNFD5]{background-position:center center;text-align:center;width:25%}#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{background-position:left top}#html-body [data-pb-style=GT3I3AG]{text-align:center;width:50%}#html-body [data-pb-style=JSG9CCW]{width:25%}#html-body [data-pb-style=I71JF2U],#html-body [data-pb-style=UJSR6XB]{border-style:none;border-width:1px;border-radius:0}#html-body [data-pb-style=UJSR6XB]{margin:0;padding:0}@media only screen and (max-width: 768px) { #html-body [data-pb-style=ALDI718]{display:flex;flex-direction:column;min-height:277px}#html-body [data-pb-style=FMLNFD5],#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{display:flex;flex-direction:column;align-self:stretch;min-height:277px}#html-body [data-pb-style=JSG9CCW]{min-height:40px} }</style><div data-content-type=""row"" data-appearance=""contained"" data-element=""main""><div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""ALDI718""><div class=""pagebuilder-column-group"" data-background-images=""{}"" data-content-type=""column-group"" data-appearance=""default"" data-grid-size=""12"" data-element=""main"" data-pb-style=""MQ8O7QJ""><div class=""pagebuilder-column-line"" data-content-type=""column-line"" data-element=""main"" data-pb-style=""HYYG8SI"">
<div class=""pagebuilder-column left-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images='{\""desktop_image\"":\""https://taraformula.com/media/wysiwyg/PLP_Skin_US_1_Desktop.jpg\"",\""mobile_image\"":\""https://taraformula.com/media/wysiwyg/PLP_Skin_US_1_Mobile.jpg\""}' data-element=""main"" data-pb-style=""FMLNFD5""></div>
<div class=""pagebuilder-column right-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images='{\""desktop_image\"":\""https://taraformula.com/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Dekstop_1.gif\"",\""mobile_image\"":\""https://taraformula.com/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Mobile_1.gif\""}' data-element=""main"" data-pb-style=""GT3I3AG""></div>
<div class=""pagebuilder-column text-wrapper"" data-content-type=""column"" data-appearance=""full-height"" data-background-images=""{}"" data-element=""main"" data-pb-style=""JSG9CCW"">
<h1 data-content-type=""heading"" data-appearance=""default"" data-element=""main"" data-pb-style=""I71JF2U"">More than just skin deep.</h1>
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"" data-pb-style=""UJSR6XB""><p><span style=""font-weight: 400;"">Gentle, yet effective formulas that go beneath the surface to reveal your best skin yet.</span></p></div>
</div>
</div></div></div></div>",
COLLECTION,'466273272041,handle,ar,,,shop-skin,العناية-بالبشرة
COLLECTION,'466273304809,title,ar,,,Accessories,إكسسوارات
COLLECTION,'466273304809,handle,ar,,,accessories,ملحقات
COLLECTION,'466273337577,title,ar,,,Black Garlic+ Ceramides,الثوم الأسود + السيراميدات
COLLECTION,'466273337577,body_html,ar,,,"<p>Comprehensive hair treatment to rebuild, strengthen and repair from the scalp to the hair fiber’s internal structure. Ideal for damaged, dry or porous hair.</p>",<p>علاج شامل للشعر لإعادة البناء وتقوية الشعر وترميمه من فروة الرأس إلى البنية الداخلية للألياف. مثالي للشعر التالف والجاف والمسامي.</p>
COLLECTION,'466273337577,handle,ar,,,black-garlic-ceramides,الثوم-الأسود-والسيراميدات
COLLECTION,'466273337577,meta_title,ar,,,Ajo Negro + Ceramidas | Reparar y Fortalecer le Cabello | TARA,الثوم الأسود + السيراميدات | إصلاح وتقوية الشعر | تارا
COLLECTION,'466273337577,meta_description,ar,,,"Tratamiento capilar completo para reconstruir, fortalecer y reparar desde el cuero cabelludo hasta la estructura interna de la fibra capilar. ",علاج كامل للشعر لإعادة البناء وتقوية الشعر وإصلاحه من فروة الرأس إلى البنية الداخلية للألياف.
COLLECTION,'466273370345,title,ar,,,Onion + Peptides,البصل-ببتيدات
COLLECTION,'466273370345,body_html,ar,,,<p>Anti‑hair‑loss haircare developed with Onion and next‑generation Peptides. This collection tackles shedding at the scalp to keep hair anchored and prolong the growth phase.</p>,
COLLECTION,'466273370345,handle,ar,,,onion-peptides,البصل-والببتيدات
COLLECTION,'466273370345,meta_title,ar,,,Cebolla + Péptidos | Combatir la Caída y el Afinamiento | TARA,البصل + الببتيدات | مكافحة التساقط وتخفيف الترَقّق | تارا
COLLECTION,'466273370345,meta_description,ar,,,"Cuidado capilar anticaída desarrollado con Extracto de Cebolla y CapixylTM. Reduce la caída capilar, mejora el anclaje del cabello y impulsa el crecimiento.",عناية بالشعر مضادّة لتساقط الشعر مطوّرة بمستخلص البصل و CapixylTM. تقلل من تساقط الشعر، تحسن ثبّت الشعر وتدفع النمو.
COLLECTION,'466273403113,title,ar,,,Date+ Multivitamin,التمر+ Multivitamin
COLLECTION,'466273403113,body_html,ar,,,"<p><span>The Date+ Multivitamin collection combines the benefits of nutrient‑rich botanicals with innovative biotech to nourish, strengthen and protect your hair from within.</span></p>",<p><span>تجمع مجموعة Date+ Multivitamin بين فوائد الأعشاب الغنية بالعناصر الغذائية مع أحدث تقنيات البيوتك لتغذية وتقوية وحماية شعرك من الداخل.</span></p>
COLLECTION,'466273403113,handle,ar,,,date-multivitamin,التمر-والمتعدد-الفيتامينات
COLLECTION,'466273403113,meta_title,ar,,,Dátil+ Multivitamínico | Nutrición y Bienestar Capilar | TARA,التمر+ متعدد-الفيتامينات | تغذية وصحة الشعر | تارا
COLLECTION,'466273403113,meta_description,ar,,,"La colección Dátil+ Multivitamínico combina ingredientes innovadores para nutrir, fortalecer y proteger tu melena desde la raíz hasta las puntas. ",مجموعة Date+ Multivitamin تجمع فوائد النباتات الغنية بالعناصر الغذائية مع التكنولوجيا الحيوية المبتكرة لتغذية شعرك وتقويته وحمايته من الداخل.
COLLECTION,'466273435881,title,ar,,,Detox,التنقية
COLLECTION,'466273435881,body_html,ar,,,"<p>The Tara Detox collection is the reset your scalp needs. Removes residue and impurities, revives follicles, balances sebum production and improves overall hair health.</p>",<p>مجموعة Tara Detox هي ما يحتاجه روتين فروة الرأس لإعادة التوازن. تزيل التراكم والشوائب، تنعش البصيلات، توازن إنتاج الزهم وتحسّن صحة الشعر بشكل عام.</p>
COLLECTION,'466273435881,handle,ar,,,detox,الديتوكس
COLLECTION,'466273435881,meta_title,ar,,,Detox | Purifica y Reequilibra el Cuero Cabelludo | TARA,التنقية | تطهر فروة الرأس وتعيد توازنها | تارا
COLLECTION,'466273435881,meta_description,ar,,,"La colección Detox de Tara elimina residuos e impurezas, revitaliza folículos, equilibra la producción de sebo y mejora la salud general del cabello.",مجموعة Tara Detox هي التوازن الذي تحتاجه فروة الرأس. تزيل المتبقيات والشوائب، تنعش البصيلات، توازن إنتاج الزهم وتحسن صحة الشعر بشكل عام.
COLLECTION,'466273468649,title,ar,,,Strawberry+ NMF,الفراولة+ NMF
COLLECTION,'466273468649,body_html,ar,,,"<p><span>The Strawberry+ NMF collection is the definitive solution for dehydrated hair. Our 3‑step hydrating routine restores and maintains natural moisture, seals cuticles and leaves hair shiny, silky and frizz‑free.</span></p>",<p><span>مجموعة Strawberry+ NMF هي الحل النهائي للشعر الجاف. روّينا الثلاثي يعيد الرطوبة الطبيعية، يغلق القُطع ويدع الشعر لامعاً وناعمًا.</span></p>
COLLECTION,'466273468649,handle,ar,,,strawberry-nmf,الفراولة-و-العوامل-المرطبة
COLLECTION,'466273468649,meta_title,ar,,,Fresa+ NMF | Hidratación para el Cabello | TARA,الفراولة+ NMF | ترطيب الشعر | تارا
COLLECTION,'466273468649,meta_description,ar,,,"La solución definitiva para cabello deshidratado. Rutina hidratante que restaura la hidratación, sella cutículas y deja el cabello sedoso y sin encrespamiento.",الحل النهائي للشعر المعرض للجفاف. روتين ترطيب من ثلاث خطوات يعيد الترطيب الطبيعي ويحافظ عليه، يغلق قشور الشعر ويترك الشعر لامعاً، ناعماً وخالياً من التجعد.
COLLECTION,'466273501417,title,ar,,,Best Sellers,الأكثر مبيعًا
COLLECTION,'466273501417,body_html,ar,,,"<p>Discover Tara’s top‑selling haircare products. Expert formulas that strengthen scalp and hair, chosen by those seeking visible, lasting results.</p>",<p>اكتشف أفضل منتجات العناية بالشعر من Tara. تركيبات خبراء تقوّي فروة الرأس والشعر وتختارها من يبحث عن نتائج ملحوظة وطويلة الأمد.</p>
COLLECTION,'466273501417,handle,ar,,,best-sellers,الأكثر-مبيعا
COLLECTION,'466273501417,meta_title,ar,,,Productos Más Vendidos | TARA,الأكثر مبيعًا من منتجات تارا | تارا
COLLECTION,'466273501417,meta_description,ar,,,Descubre los productos de cuidado capilar más vendidos de Tara. Fórmulas expertas que fortalecen el cuero cabelludo y el cabello para resultados visibles.,اكتشف منتجات العناية بالشعر الأكثر مبيعاً من Tara. تركيبات خبراء تقوّي فروة الرأس والشعر من أجل نتائج واضحة ودائمة.
COLLECTION,'466273534185,title,ar,,,Hair Masks,أقنعة الشعر
COLLECTION,'466273534185,body_html,ar,,,"<p>High‑performance hair masks that repair, nourish and strengthen hair deeply. Intensive treatments for a stronger, healthier hair fiber.</p>",<p>أقنعة شعر عالية الأداء تصلح وتغذي وتقوّي الشعر عميقاً. علاجات مركِّزة لبناء بنية شعر أقوى وأكثر صحة.</p>
COLLECTION,'466273534185,handle,ar,,,hair-masks,اقنعة-الشعر
COLLECTION,'466273534185,meta_title,ar,,,Mascarillas Capilares sin siliconas | TARA,أقنعة شعر خالية من السيليكون | تارا
COLLECTION,'466273534185,meta_description,ar,,,"Mascarillas capilares de alta eficacia que reparan, nutren y fortalecen el cabello. Tratamientos intensivos para una fibra capilar más fuerte y saludable.",أقنعة شعر عالية الكفاءة تصلح الشعر وتغذيه وتقوّيه. علاجات مركّزة لليف شعري أقوى وأكثر صحة.
COLLECTION,'466273566953,title,ar,,,New Arrivals,المنتجات الجديدة
COLLECTION,'466273566953,body_html,ar,,,<p>Discover the latest from Tara in haircare. New formulas and advanced actives designed to improve scalp health and hair fiber performance.</p>,<p>اكتشف آخر ما تقدمه Tara في العناية بالشعر. تركيبات جديدة ونشَاطات متقدمة لتحسين صحة فروة الرأس وأداء ألياف الشعر.</p>
COLLECTION,'466273566953,handle,ar,,,new-arrivals,وصل-حديثا
COLLECTION,'466273599721,title,ar,,,By Product,حسب المنتج
COLLECTION,'466273599721,body_html,ar,,,"<p>Find your ideal hair routine by browsing products by type. Shampoos, conditioners, treatments and finishes formulated for expert care.</p>",<p>ابدأ روتين شعرك المثالي بتصفح المنتجات حسب النوع. شامبو، بلسم، علاجات ونهاءات مصمّمة للعناية المتخصصة.</p>
COLLECTION,'466273599721,handle,ar,,,by-product,حسب-المنتج
COLLECTION,'466273599721,meta_title,ar,,,Tipo de Producto | TARA,نوع المنتج | تارا
COLLECTION,'466273599721,meta_description,ar,,,"Explora los champús, acondicionadores, tratamientos y acabados formulados de Tara para un cuidado capilar transformador desde la raíz.",استكشف شامبو Tara وبلسمه وعلاجاته ونتائجه المصممة لعناية الشعر المتخصصة من الجذور.
COLLECTION,'466273632489,title,ar,,,Award‑Winners,الفائزون بجوائز
COLLECTION,'466273632489,body_html,ar,,,"<p>Explore Tara’s award‑winning products, recognized for innovation and efficacy in scalp and haircare. Results backed by experts.</p>",<p>اكتشف منتجات Tara الحائزة على جوائز، معتمدة على الابتكار والفعالية في فروة الرأس والشعر. نتائج مدعومة من الخبراء.</p>
COLLECTION,'466273632489,handle,ar,,,award-winners,الفائزون-بالجوائز
COLLECTION,'466273632489,meta_title,ar,,,Productos Capilares Premiados | TARA,منتجات العناية بالشعر الحائزة على جوائز | تارا
COLLECTION,'466273632489,meta_description,ar,,,"Explora los productos premiados de Tara, reconocidos por su innovación y eficacia en el cuidado del cuero cabelludo y el cabello. Respaldados por expertos.",استكشف المنتجات الحائزة على جوائز من Tara، المعروفة بابتكارها وفعاليتها في العناية بفروة الرأس والشعر. نتائج مدعومة من الخبراء.
COLLECTION,'466273665257,title,ar,,,Finishing Products,منتجات الإنهاء
COLLECTION,'466273665257,body_html,ar,,,"<p>Finishing products that protect, define and beautify hair without compromising health. Lightweight formulas that care while leaving hair looking its best.</p>",<p>منتجات نهائية تحمي وتعرف وتجمّل الشعر دون المساس بصحته. تركيبات خفيفة العناية مع مظهر الشعر الأفضل.</p>
COLLECTION,'466273665257,handle,ar,,,finishing-products,منتجات-اللمسات-النهائية
COLLECTION,'466273665257,meta_title,ar,,,Productos de Acabado | TARA,منتجات الإنهاء | تارا
COLLECTION,'466273698025,title,ar,,,Rosemary+ Peptides,إكليل الجبل+ ببتيدات
COLLECTION,'466273698025,body_html,ar,,,"<p>Boost growth and density with our Rosemary+ Peptides collection. Revitalizes follicles, stimulates new hair production and strengthens structure. Highly restorative for the scalp.</p>",<p>تعزز النمو والكثافة مع مجموعة Rosemary+ Peptides. تنشيء البصيلات وتحفّز إنتاج شعر جديد وتقوّي البنية. إصلاح عالي لفروة الرأس.</p>
COLLECTION,'466273698025,handle,ar,,,rosemary-peptides,اكليل-الجبل-والببتيدات
COLLECTION,'466273698025,meta_title,ar,,,Romero + Péptidos | Crecimiento y Densidad Capilar | TARA,إكليل الجبل+ الببتيدات | نمو وكثافة الشعر | تارا
