Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,'466273829097,body_html,ar,,,"<p data-start=""1144"" data-end=""1315"">Sulfate‑free shampoos that cleanse effectively without irritating the scalp. Choose the shampoo that fits your need: anti‑hair‑loss, strengthening, densifying, hydrating, repairing, nourishing or purifying.</p>",
COLLECTION,'466273829097,handle,ar,,,shampoos,
COLLECTION,'466273829097,meta_title,ar,,,Sulfate-free shampoos | Treatments for the scalp | TARA,
COLLECTION,'466273829097,meta_description,ar,,,"Sulfate-free shampoos that effectively cleanse without harming the scalp. Choose your shampoo from TARA: anti-hair loss, densifying, moisturizing, repairing, nourishing, detox...",
COLLECTION,'466279334121,title,ar,,,Avocado Oil,
COLLECTION,'466279334121,handle,ar,,,avocado-oil,
COLLECTION,'466279366889,title,ar,,,Argan Oil,
COLLECTION,'466279366889,handle,ar,,,argan-oil,
COLLECTION,'466279399657,title,ar,,,Olive Oil,
COLLECTION,'466279399657,handle,ar,,,olive-oil,
COLLECTION,'466279465193,title,ar,,,Sesame Oil,
COLLECTION,'466279465193,handle,ar,,,sesame-oil,
COLLECTION,'466279497961,title,ar,,,Grape Oil,
COLLECTION,'466279497961,handle,ar,,,grape-oil,
COLLECTION,'466279530729,title,ar,,,Acetyl Tetrapeptide-3,
COLLECTION,'466279530729,handle,ar,,,acetyl-tetrapeptide-3,
COLLECTION,'466279563497,title,ar,,,Salicylic Acid,
COLLECTION,'466279563497,handle,ar,,,salicylic-acid,
COLLECTION,'466279596265,title,ar,,,Black Garlic,
COLLECTION,'466279596265,body_html,ar,,,,
COLLECTION,'466279596265,handle,ar,,,black-garlic,
COLLECTION,'466279629033,title,ar,,,Red Algae,
COLLECTION,'466279629033,handle,ar,,,red-algae,
COLLECTION,'466279661801,title,ar,,,Ghassoul Clay,
COLLECTION,'466279661801,handle,ar,,,ghassoul-clay,
COLLECTION,'466279694569,title,ar,,,Biotinoyl Tripeptide-1,
COLLECTION,'466279694569,handle,ar,,,biotinoyl-tripeptide-1,
COLLECTION,'466279760105,title,ar,,,Activated Charcoal,
COLLECTION,'466279760105,handle,ar,,,activated-charcoal,
COLLECTION,'466279792873,title,ar,,,Ceramide NP,
COLLECTION,'466279792873,handle,ar,,,ceramide-np,
COLLECTION,'466279825641,title,ar,,,Ceramides,
COLLECTION,'466279825641,body_html,ar,,,,
COLLECTION,'466279825641,handle,ar,,,ceramides,
COLLECTION,'466279858409,title,ar,,,Hydrolyzed Collagen,
COLLECTION,'466279858409,handle,ar,,,hydrolyzed-collagen,
COLLECTION,'466279891177,title,ar,,,Plant Collagen,
COLLECTION,'466279891177,body_html,ar,,,,
COLLECTION,'466279891177,handle,ar,,,plant-collagen,
COLLECTION,'466279923945,title,ar,,,Multivitamin Complex,
COLLECTION,'466279923945,handle,ar,,,multivitamin-complex,
COLLECTION,'466279956713,title,ar,,,Inga Alba Bark,
COLLECTION,'466279956713,handle,ar,,,inga-alba-bark,
COLLECTION,'466279989481,title,ar,,,Red Onion Extract,
COLLECTION,'466279989481,handle,ar,,,red-onion-extract,
COLLECTION,'466280022249,title,ar,,,Date Extract,
COLLECTION,'466280022249,handle,ar,,,date-extract,
COLLECTION,'466280055017,title,ar,,,Strawberry Extract,
COLLECTION,'466280055017,handle,ar,,,strawberry-extract,
COLLECTION,'466280087785,title,ar,,,Yeast Extract,
COLLECTION,'466280087785,handle,ar,,,yeast-extract,
COLLECTION,'466280120553,title,ar,,,Cactus (Nopal) Extract,
COLLECTION,'466280120553,handle,ar,,,cactus-extract,
COLLECTION,'466280153321,title,ar,,,Rosemary Extract,
COLLECTION,'466280153321,handle,ar,,,rosemary-extract,
COLLECTION,'466280186089,title,ar,,,Sage Extract,
COLLECTION,'466280186089,handle,ar,,,sage-extract,
COLLECTION,'466280218857,title,ar,,,Soy Extract,
COLLECTION,'466280218857,handle,ar,,,soy-extract,
COLLECTION,'466280251625,title,ar,,,Natural Moisturizing Factor (NMF),
COLLECTION,'466280251625,handle,ar,,,natural-moisturizing-factor-nmf,
COLLECTION,'466280284393,title,ar,,,Shea Butter,
COLLECTION,'466280284393,handle,ar,,,shea-butter,
COLLECTION,'466280317161,title,ar,,,Mango Butter,
COLLECTION,'466280317161,handle,ar,,,mango-butter,
COLLECTION,'466280349929,title,ar,,,Mango Butter,
COLLECTION,'466280349929,handle,ar,,,mango-butter-1,
COLLECTION,'466280382697,title,ar,,,Micro Keratin,
COLLECTION,'466280382697,handle,ar,,,micro-keratin,
COLLECTION,'466280415465,title,ar,,,Niacinamide,
COLLECTION,'466280415465,handle,ar,,,niacinamide,
COLLECTION,'466280448233,title,ar,,,Palmitoyl Dipeptide-52,
COLLECTION,'466280448233,handle,ar,,,palmitoyl-dipeptide-52,
COLLECTION,'466280481001,title,ar,,,Ginger Root,
COLLECTION,'466280481001,handle,ar,,,ginger-root,
COLLECTION,'466280513769,title,ar,,,Celery Seed,
COLLECTION,'466280513769,handle,ar,,,celery-seed,
COLLECTION,'466280546537,title,ar,,,Vitamin B5,
COLLECTION,'466280546537,handle,ar,,,vitamin-b5,
COOKIE_BANNER,'9447997673,policy_link_text,ar,,,Privacy Policy,
COOKIE_BANNER,'9447997673,title,ar,,,Cookie consent,
COOKIE_BANNER,'9447997673,text,ar,,,"We and our partners, including Shopify, use cookies and other technologies to personalize your experience, show you ads, and perform analytics, and we will not use cookies or other technologies for these purposes unless you accept them. Learn more in our ",
COOKIE_BANNER,'9447997673,button_prefs_open_text,ar,,,Manage preferences,
COOKIE_BANNER,'9447997673,button_accept_text,ar,,,Accept,
COOKIE_BANNER,'9447997673,button_decline_text,ar,,,Decline,
COOKIE_BANNER,'9447997673,preferences_title,ar,,,Cookie and privacy preferences,
COOKIE_BANNER,'9447997673,preferences_intro_title,ar,,,You control your data,
COOKIE_BANNER,'9447997673,preferences_intro_text,ar,,,"Learn more about the cookies we use, and choose which cookies to allow.",
COOKIE_BANNER,'9447997673,preferences_button_accept_text,ar,,,Accept all,
COOKIE_BANNER,'9447997673,preferences_button_decline_text,ar,,,Decline all,
COOKIE_BANNER,'9447997673,preferences_button_save_text,ar,,,Save my choices,
COOKIE_BANNER,'9447997673,preferences_bullet_points_title,ar,,,If you accept all cookies,
COOKIE_BANNER,'9447997673,preferences_bullet_points_first_text,ar,,,Our site may be improved based on your interests,
COOKIE_BANNER,'9447997673,preferences_bullet_points_second_text,ar,,,Your preferences may be stored for when you return,
COOKIE_BANNER,'9447997673,preferences_bullet_points_third_text,ar,,,You may see advertising that's tailored to you,
COOKIE_BANNER,'9447997673,preferences_purposes_essential_name,ar,,,Required,
COOKIE_BANNER,'9447997673,preferences_purposes_essential_desc,ar,,,"These cookies are necessary for the site to function properly, including capabilities like logging in and adding items to the cart.",
COOKIE_BANNER,'9447997673,preferences_purposes_performance_name,ar,,,Analytics,
COOKIE_BANNER,'9447997673,preferences_purposes_performance_desc,ar,,,These cookies help us understand how you interact with the site. We use this data to identify areas to improve.,
COOKIE_BANNER,'9447997673,preferences_purposes_preferences_name,ar,,,Personalization,
COOKIE_BANNER,'9447997673,preferences_purposes_preferences_desc,ar,,,These cookies store details about your actions to personalize your next visit to the website.,
COOKIE_BANNER,'9447997673,preferences_purposes_marketing_name,ar,,,Marketing,
COOKIE_BANNER,'9447997673,preferences_purposes_marketing_desc,ar,,,"These cookies are used by us and our partners, including Shopify, to optimize marketing communications and show you ads on other websites.",
COOKIE_BANNER,'9447997673,policy_link_url,ar,,,http://sa.taraformula.com/policies/privacy-policy,
DELIVERY_METHOD_DEFINITION,'784712958185,name,ar,,,قياسي,
DELIVERY_METHOD_DEFINITION,'784712990953,name,ar,,,سريع,
DELIVERY_METHOD_DEFINITION,'784713023721,name,ar,,,International,
FILTER,'79464562921,label,ar,,,Availability,
FILTER,'79464595689,label,ar,,,Price,
LINK,'603780710633,title,ar,,,Hair,
LINK,'603780743401,title,ar,,,Our Ingredients,
LINK,'603780808937,title,ar,,,Search,
LINK,'603780841705,title,ar,,,Orders,
LINK,'603780874473,title,ar,,,Profile,
LINK,'603936620777,title,ar,,,Privacy Policy,
LINK,'603936653545,title,ar,,,Terms & Conditions,
LINK,'603936686313,title,ar,,,Shipping & Returns,
LINK,'603936719081,title,ar,,,Contact Us,
LINK,'603937669353,title,ar,,,Our Philosophy,
LINK,'603937702121,title,ar,,,Consultation ,
LINK,'603937734889,title,ar,,,Journal,
MEDIA_IMAGE,'39074988753129,alt,ar,,,,
MEDIA_IMAGE,'39074988785897,alt,ar,,,,
MEDIA_IMAGE,'39074988818665,alt,ar,,,,
MEDIA_IMAGE,'39074988851433,alt,ar,,,,
MEDIA_IMAGE,'39074988884201,alt,ar,,,,
MEDIA_IMAGE,'39074988916969,alt,ar,,,,
MEDIA_IMAGE,'39074988949737,alt,ar,,,,
MEDIA_IMAGE,'39074988982505,alt,ar,,,,
MEDIA_IMAGE,'39074989015273,alt,ar,,,,
MEDIA_IMAGE,'39074989048041,alt,ar,,,,
MEDIA_IMAGE,'39074989080809,alt,ar,,,,
MEDIA_IMAGE,'39074989113577,alt,ar,,,,
MEDIA_IMAGE,'39074989146345,alt,ar,,,,
MEDIA_IMAGE,'39074989179113,alt,ar,,,,
MEDIA_IMAGE,'39075001598185,alt,ar,,,,
MEDIA_IMAGE,'39075001630953,alt,ar,,,,
MEDIA_IMAGE,'39075001663721,alt,ar,,,,
MEDIA_IMAGE,'39075001696489,alt,ar,,,,
MEDIA_IMAGE,'39075001729257,alt,ar,,,,
MEDIA_IMAGE,'39075001762025,alt,ar,,,,
MEDIA_IMAGE,'39075001794793,alt,ar,,,,
MEDIA_IMAGE,'39075001827561,alt,ar,,,,
MEDIA_IMAGE,'39075001860329,alt,ar,,,,
MEDIA_IMAGE,'39075001893097,alt,ar,,,,
MEDIA_IMAGE,'39075001925865,alt,ar,,,,
MEDIA_IMAGE,'39075001958633,alt,ar,,,,
MEDIA_IMAGE,'39075001991401,alt,ar,,,,
MEDIA_IMAGE,'39075012608233,alt,ar,,,,
MEDIA_IMAGE,'39075012641001,alt,ar,,,,
MEDIA_IMAGE,'39075012673769,alt,ar,,,,
MEDIA_IMAGE,'39075012706537,alt,ar,,,,
MEDIA_IMAGE,'39075012739305,alt,ar,,,,
MEDIA_IMAGE,'39075012772073,alt,ar,,,,
MEDIA_IMAGE,'39075012804841,alt,ar,,,,
MEDIA_IMAGE,'39075012837609,alt,ar,,,,
MEDIA_IMAGE,'39075012870377,alt,ar,,,,
MEDIA_IMAGE,'39075012903145,alt,ar,,,,
MEDIA_IMAGE,'39075012935913,alt,ar,,,,
MEDIA_IMAGE,'39075012968681,alt,ar,,,,
MEDIA_IMAGE,'39075013001449,alt,ar,,,,
MEDIA_IMAGE,'39075013034217,alt,ar,,,,
MEDIA_IMAGE,'39075013066985,alt,ar,,,,
MEDIA_IMAGE,'39075013099753,alt,ar,,,,
MEDIA_IMAGE,'39075013132521,alt,ar,,,,
MEDIA_IMAGE,'39075024601321,alt,ar,,,,
MEDIA_IMAGE,'39075024634089,alt,ar,,,,
MEDIA_IMAGE,'39075024666857,alt,ar,,,,
MEDIA_IMAGE,'39075024699625,alt,ar,,,,
MEDIA_IMAGE,'39075024732393,alt,ar,,,,
MEDIA_IMAGE,'39075024765161,alt,ar,,,,
MEDIA_IMAGE,'39075024797929,alt,ar,,,,
MEDIA_IMAGE,'39075024830697,alt,ar,,,,
MEDIA_IMAGE,'39075024863465,alt,ar,,,,
MEDIA_IMAGE,'39075024896233,alt,ar,,,,
MEDIA_IMAGE,'39075024929001,alt,ar,,,,
MEDIA_IMAGE,'39075024961769,alt,ar,,,,
MEDIA_IMAGE,'39075024994537,alt,ar,,,,
MEDIA_IMAGE,'39075025027305,alt,ar,,,,
MEDIA_IMAGE,'39075025060073,alt,ar,,,,
MEDIA_IMAGE,'39075025092841,alt,ar,,,,
MEDIA_IMAGE,'39075025125609,alt,ar,,,,
MEDIA_IMAGE,'39075025158377,alt,ar,,,,
MEDIA_IMAGE,'39075025191145,alt,ar,,,,
MEDIA_IMAGE,'39075040100585,alt,ar,,,,
MEDIA_IMAGE,'39075040133353,alt,ar,,,,
MEDIA_IMAGE,'39075040166121,alt,ar,,,,
MEDIA_IMAGE,'39075040198889,alt,ar,,,,
MEDIA_IMAGE,'39075040231657,alt,ar,,,,
MEDIA_IMAGE,'39075040264425,alt,ar,,,,
MEDIA_IMAGE,'39075040297193,alt,ar,,,,
MEDIA_IMAGE,'39075040329961,alt,ar,,,,
MEDIA_IMAGE,'39075040362729,alt,ar,,,,
MEDIA_IMAGE,'39075040395497,alt,ar,,,,
MEDIA_IMAGE,'39075040428265,alt,ar,,,,
MEDIA_IMAGE,'39075040461033,alt,ar,,,,
MEDIA_IMAGE,'39075040493801,alt,ar,,,,
MEDIA_IMAGE,'39075040526569,alt,ar,,,,
MEDIA_IMAGE,'39075040559337,alt,ar,,,,
MEDIA_IMAGE,'39075040592105,alt,ar,,,,
MEDIA_IMAGE,'39075040624873,alt,ar,,,,
MEDIA_IMAGE,'39075050717417,alt,ar,,,,
MEDIA_IMAGE,'39075050750185,alt,ar,,,,
MEDIA_IMAGE,'39075050782953,alt,ar,,,,
MEDIA_IMAGE,'39075050815721,alt,ar,,,,
MEDIA_IMAGE,'39075050848489,alt,ar,,,,
MEDIA_IMAGE,'39075050881257,alt,ar,,,,
MEDIA_IMAGE,'39075050914025,alt,ar,,,,
MEDIA_IMAGE,'39075050946793,alt,ar,,,,
MEDIA_IMAGE,'39075050979561,alt,ar,,,,
MEDIA_IMAGE,'39075051012329,alt,ar,,,,
MEDIA_IMAGE,'39075051045097,alt,ar,,,,
MEDIA_IMAGE,'39075051077865,alt,ar,,,,
MEDIA_IMAGE,'39075051110633,alt,ar,,,,
MEDIA_IMAGE,'39075051143401,alt,ar,,,,
MEDIA_IMAGE,'39075051176169,alt,ar,,,,
MEDIA_IMAGE,'39075061137641,alt,ar,,,,
MEDIA_IMAGE,'39075061170409,alt,ar,,,,
MEDIA_IMAGE,'39075061203177,alt,ar,,,,
MEDIA_IMAGE,'39075061235945,alt,ar,,,,
MEDIA_IMAGE,'39075061268713,alt,ar,,,,
MEDIA_IMAGE,'39075061301481,alt,ar,,,,
MEDIA_IMAGE,'39075061334249,alt,ar,,,,
MEDIA_IMAGE,'39075061367017,alt,ar,,,,
MEDIA_IMAGE,'39075061399785,alt,ar,,,,
MEDIA_IMAGE,'39075061432553,alt,ar,,,,
MEDIA_IMAGE,'39075061465321,alt,ar,,,,
MEDIA_IMAGE,'39075061498089,alt,ar,,,,
MEDIA_IMAGE,'39075061530857,alt,ar,,,,
MEDIA_IMAGE,'39075061563625,alt,ar,,,,
MEDIA_IMAGE,'39075061596393,alt,ar,,,,
MEDIA_IMAGE,'39075061629161,alt,ar,,,,
MEDIA_IMAGE,'39075070312681,alt,ar,,,,
MEDIA_IMAGE,'39075070345449,alt,ar,,,,
MEDIA_IMAGE,'39075070378217,alt,ar,,,,
MEDIA_IMAGE,'39075070410985,alt,ar,,,,
MEDIA_IMAGE,'39075070443753,alt,ar,,,,
MEDIA_IMAGE,'39075070476521,alt,ar,,,,
MEDIA_IMAGE,'39075070509289,alt,ar,,,,
MEDIA_IMAGE,'39075070542057,alt,ar,,,,
MEDIA_IMAGE,'39075070574825,alt,ar,,,,
MEDIA_IMAGE,'39075070607593,alt,ar,,,,
MEDIA_IMAGE,'39075070640361,alt,ar,,,,
MEDIA_IMAGE,'39075070673129,alt,ar,,,,
MEDIA_IMAGE,'39075070705897,alt,ar,,,,
MEDIA_IMAGE,'39075070738665,alt,ar,,,,
MEDIA_IMAGE,'39075070771433,alt,ar,,,,
MEDIA_IMAGE,'39075070804201,alt,ar,,,,
MEDIA_IMAGE,'39075070836969,alt,ar,,,,
MEDIA_IMAGE,'39075070869737,alt,ar,,,,
MEDIA_IMAGE,'39075070902505,alt,ar,,,,
MEDIA_IMAGE,'39075070935273,alt,ar,,,,
MEDIA_IMAGE,'39075070968041,alt,ar,,,,
MEDIA_IMAGE,'39075071000809,alt,ar,,,,
MEDIA_IMAGE,'39075071033577,alt,ar,,,,
MEDIA_IMAGE,'39075071066345,alt,ar,,,,
MEDIA_IMAGE,'39075090956521,alt,ar,,,,
MEDIA_IMAGE,'39075090989289,alt,ar,,,,
MEDIA_IMAGE,'39075091022057,alt,ar,,,,
MEDIA_IMAGE,'39075091054825,alt,ar,,,,
MEDIA_IMAGE,'39075091087593,alt,ar,,,,
MEDIA_IMAGE,'39075091120361,alt,ar,,,,
MEDIA_IMAGE,'39075091153129,alt,ar,,,,
MEDIA_IMAGE,'39075091185897,alt,ar,,,,
MEDIA_IMAGE,'39075091218665,alt,ar,,,,
MEDIA_IMAGE,'39075091251433,alt,ar,,,,
MEDIA_IMAGE,'39075091284201,alt,ar,,,,
MEDIA_IMAGE,'39075091316969,alt,ar,,,,
MEDIA_IMAGE,'39075091349737,alt,ar,,,,
MEDIA_IMAGE,'39075091382505,alt,ar,,,,
MEDIA_IMAGE,'39075091415273,alt,ar,,,,
MEDIA_IMAGE,'39075091448041,alt,ar,,,,
MEDIA_IMAGE,'39075091480809,alt,ar,,,,
MEDIA_IMAGE,'39075091513577,alt,ar,,,,
MEDIA_IMAGE,'39075091546345,alt,ar,,,,
MEDIA_IMAGE,'39075091579113,alt,ar,,,,
MEDIA_IMAGE,'39075091611881,alt,ar,,,,
MEDIA_IMAGE,'39075091644649,alt,ar,,,,
MEDIA_IMAGE,'39075091677417,alt,ar,,,,
MEDIA_IMAGE,'39075091710185,alt,ar,,,,
MEDIA_IMAGE,'39075091742953,alt,ar,,,,
MEDIA_IMAGE,'39075091775721,alt,ar,,,,
MEDIA_IMAGE,'39075091808489,alt,ar,,,,
MEDIA_IMAGE,'39075091841257,alt,ar,,,,
MEDIA_IMAGE,'39075091874025,alt,ar,,,,
MEDIA_IMAGE,'39075091906793,alt,ar,,,,
MEDIA_IMAGE,'39075091939561,alt,ar,,,,
MEDIA_IMAGE,'39075091972329,alt,ar,,,,
MEDIA_IMAGE,'39075092005097,alt,ar,,,,
MEDIA_IMAGE,'39075113828585,alt,ar,,,,
MEDIA_IMAGE,'39075113861353,alt,ar,,,,
MEDIA_IMAGE,'39075113894121,alt,ar,,,,
MEDIA_IMAGE,'39075113926889,alt,ar,,,,
MEDIA_IMAGE,'39075113959657,alt,ar,,,,
MEDIA_IMAGE,'39075113992425,alt,ar,,,,
MEDIA_IMAGE,'39075114025193,alt,ar,,,,
MEDIA_IMAGE,'39075114057961,alt,ar,,,,
MEDIA_IMAGE,'39075114090729,alt,ar,,,,
MEDIA_IMAGE,'39075114123497,alt,ar,,,,
MEDIA_IMAGE,'39075114156265,alt,ar,,,,
