Type,Identification,Field,Locale,Market,Status,Default content,Translated content
METAFIELD,'34523879669993,value,ar,,,Free of,خالي من
METAFIELD,'34523879702761,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulate water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A moisturizing complex that restores and maintains hydration in hair and scalp, reinforcing the hair barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Panthenol (Vitamin B5)"",""bold"":true},{""type"":""text"",""value"":"": Hydrates, strengthens the hair fiber and improves resistance to breakage.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Olive Oil"",""bold"":true},{""type"":""text"",""value"":"": Nourishes, softens and adds shine while helping control frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Grape Seed Oil"",""bold"":true},{""type"":""text"",""value"":"": Nourishes and protects without weighing hair down, improving elasticity and shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Niacinamide (Vitamin B3):"",""bold"":true},{""type"":""text"",""value"":"" Adds softness and improves hair texture by sealing the cuticle for a shinier, more manageable finish.\n\n""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. PROPYLENE GLYCOL. ALCOHOL DENAT. CETRIMONIUM CHLORIDE. GLUCONOLACTONE. GLYCERIN. NIACINAMIDE. PANTHENOL. FRAGARIA ANANASSA (STRAWBERRY) FRUIT EXTRACT. RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT. RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT. SODIUM PCA. UREA. GLUCOSE. GLUTAMIC ACID. GLYCINE. LACTIC ACID. LYSINE. ALLANTOIN. OLEA EUROPAEA (OLIVE) FRUIT OIL. VITIS VINIFERA (GRAPE) SEED OIL. LANOLIN. QUATERNIUM-80. HYDROXYETHYL CELLULOSE. CELLULOSE. CALCIUM GLUCONATE. SODIUM BENZOATE. POTASSIUM SORBATE. CITRIC ACID. SODIUM ACETATE. ISOPROPYL ALCOHOL. BHT. PARFUM (FRAGRANCE). LINALOOL."",""italic"":true}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""مستخلص الفراولة"",""bold"":true},{""type"":""text"",""value"":"": غني بمضادات الأكسدة، يساعد في حماية الشعر من الإجهاد التأكسدي وتنظيم فقد الماء، ما يساهم في ترطيب متوازن وبريق صحي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""عوامل الترطيب الطبيعية (NMF)"",""bold"":true},{""type"":""text"",""value"":"": مجمّع رطوبة يعيد الترطيب ويحافظ عليه في الشعر وفروة الرأس، يعزز حاجز فروة الرأس ويحسّن المرونة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""نياسيناميد (فيتامين B3):"",""bold"":true},{""type"":""text"",""value"":"": يضيف نعومة ويحسّن ملمس الشعر من خلال إغلاق القشرة ليمنح نعومة ولمعانًا أسهل في التصفيف.

""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). CETEARYL ALCOHOL. PROPYLENE GLYCOL. ALCOHOL DENAT. CETRIMONIUM CHLORIDE. GLUCONOLACTONE. GLYCERIN. NIACINAMIDE. PANTHENOL. FRAGARIA ANANASSA (STRAWBERRY) FRUIT EXTRACT. RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT. RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT. SODIUM PCA. UREA. GLUCOSE. GLUTAMIC ACID. GLYCINE. LACTIC ACID. LYSINE. ALLANTOIN. OLEA EUROPAEA (OLIVE) FRUIT OIL. VITIS VINIFERA (GRAPE) SEED OIL. LANOLIN. QUATERNIUM-80. HYDROXYETHYL CELLULOSE. CELLULOSE. CALCIUM GLUCONATE. SODIUM BENZOATE. POTASSIUM SORBATE. CITRIC ACID. SODIUM ACETATE. ISOPROPYL ALCOHOL. BHT. PARFUM (FRAGRANCE). LINALOOL. CI 14720."",""italic"":true}]}]}}"
METAFIELD,'34523879735529,value,ar,,,Key Ingredients,Key Ingredients
METAFIELD,'34523879768297,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF leave-in conditioner."",""bold"":true}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]}]}"
METAFIELD,'34523879801065,value,ar,,,How to Use,How to Use
METAFIELD,'34523879997673,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Locks in essential hydration:"",""bold"":true},{""type"":""text"",""value"":"" NMF penetrates deeply into the hair fiber, sealing in moisture so hair stays soft and flexible.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Seals the cuticle and reduces frizz:"",""bold"":true},{""type"":""text"",""value"":"" Grape seed and olive oils help seal the hair cuticle, reducing frizz and improving texture for smoother, more manageable hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Enhances natural shine: "",""bold"":true},{""type"":""text"",""value"":""grape seed oil delivers rich nourishment and adds natural shine, improving the appearance of healthy, vibrant hair.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects from environmental damage: "",""bold"":true},{""type"":""text"",""value"":""Raspberry extract, rich in antioxidants, defends hair from daily environmental stressors, preserving natural shine and vitality.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Locks in essential hydration:"",""bold"":true},{""type"":""text"",""value"":"" NMF يخترق ألياف الشعر بعمق، ويختم الرطوبة ليظل الشعر ناعماً ومرناً.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Seals the cuticle and reduces frizz:"",""bold"":true},{""type"":""text"",""value"":"" الزيوت بذور العنب والزيتون تساعدان في إغلاق قشرة الشعر، وتقليل التجعد وتحسين القوام ليصبح الشعر أنعم وأسهل في التصفيف.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Enhances natural shine: "",""bold"":true},{""type"":""text"",""value"":""يقدّم زيت بذور العنب تغذية غنية ويضيف لمعاناً طبيعياً، ويحسن مظهر الشعر الصحي والحيوي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects from environmental damage: "",""bold"":true},{""type"":""text"",""value"":""مستخلص التوت الأحمر غني بمضادات الأكسدة، يحمي الشعر من الإجهادات البيئية اليومية ويحافظ على اللمعان والحيوية.""}]}]}]}"
METAFIELD,'34523880030441,value,ar,,,Key Benefits,Key Benefits
METAFIELD,'34523880063209,value,ar,,,ahead,ahead
METAFIELD,'34523880128745,value,ar,,,new,new
METAFIELD,'34523880161513,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523910340841,value,ar,,,Gentle hydrating shampoo that cleanses while deeply moisturizing the scalp.,Gentle hydrating shampoo that cleanses while deeply moisturizing the scalp.
METAFIELD,'34523910373609,value,ar,,,267 mL,267 mL
METAFIELD,'34523910570217,value,ar,,,Strawberry+ NMF,Strawberry+ NMF
METAFIELD,'34523910602985,value,ar,,,543615,
METAFIELD,'34523910635753,value,ar,,,543615,
METAFIELD,'34523910668521,value,ar,,,"Champú hidratante sin sulfatos que limpia sin irritar el cuero cabelludo, aporta hidratación profunda y duradera, reduce el encrespamiento y protege.","Champú hidratante sin sulfatos que limpia sin irritar el cuero cabelludo, aporta hidratación profunda y duradera, reduce el encrespamiento y protege."
METAFIELD,'34523910701289,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, delivering a refreshing and comforting aroma.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, offering a refreshing and comforting scent.""}]}]}"
METAFIELD,'34523910734057,value,ar,,,Fragrance,Fragrance
METAFIELD,'34523910930665,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Winner of the SheFinds Beauty Awards 2025""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Winner of the SheFinds Beauty Awards 2025""}]}]}"
METAFIELD,'34523910963433,value,ar,,,Awards,Awards
METAFIELD,'34523910996201,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}"
METAFIELD,'34523911028969,value,ar,,,Free of,Free of
METAFIELD,'34523911061737,value,ar,,,Key Ingredients,Key Ingredients
METAFIELD,'34523911258345,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Wet hair and scalp thoroughly with warm water. Dispense a walnut‑sized amount into damp palms, lather and massage the scalp using circular motions. Rinse and repeat if desired.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF conditioner."",""bold"":true}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Wet hair and scalp thoroughly with warm water. Dispense a walnut‑sized amount into damp palms, lather and massage the scalp using circular motions. Rinse and repeat if desired.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF conditioner."",""bold"":true}]}]}]}"
METAFIELD,'34523911454953,value,ar,,,How to Use,How to Use
METAFIELD,'34523911487721,value,ar,,,Key Benefits,Key Benefits
METAFIELD,'34523911520489,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Gentle, attentive cleansing:"",""bold"":true},{""type"":""text"",""value"":"" The antioxidant power of strawberry extract protects hair from environmental damage while removing impurities, leaving it hydrated.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Maintains natural hydration"",""bold"":true},{""type"":""text"",""value"":"" ""},{""type"":""text"",""value"":""levels:"",""bold"":true},{""type"":""text"",""value"":"" Sodium PCA and Glycerin, present in the NMF, retain moisture in your hair, preventing dehydration and keeping it hydrated after washing. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens hair:"",""bold"":true},{""type"":""text"",""value"":"" Panthenol (Vitamin B5) penetrates the hair fiber, improving strength and elasticity to minimize breakage and promote a healthy, resilient fiber. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Improves hair texture"",""bold"":true},{""type"":""text"",""value"":"": Olive and grape seed oils provide lightweight nutrition, smoothing hair to reduce frizz and improve manageability.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Gentle, attentive cleansing:"",""bold"":true},{""type"":""text"",""value"":"" The antioxidant power of strawberry extract protects hair from environmental damage while removing impurities, leaving it hydrated.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Maintains natural hydration"",""bold"":true},{""type"":""text"",""value"":"" ""},{""type"":""text"",""value"":""levels:"",""bold"":true},{""type"":""text"",""value"":"" Sodium PCA and Glycerin, present in the NMF, retain moisture in your hair, preventing dehydration and keeping it hydrated after washing. ""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strengthens hair:"",""bold"":true},{""type"":""text"",""value"":"" Panthenol (Vitamin B5) يتغلغل في ألياف الشعر، يعزز القوة والمرونة لتقليل التكسر وتعزيز ألياف صحية ومتماسكة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Improves hair texture"",""bold"":true},{""type"":""text"",""value"":"": Olive and grape seed oils provide lightweight nutrition, smoothing hair to reduce frizz and improve manageability.""}]}]}]}"
METAFIELD,'34523911553257,value,ar,,,Champú Hidratante Fresa + NMF | TARA,Champú Hidratante Fresa + NMF | TARA
METAFIELD,'34523911749865,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulate water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hydration of hair and scalp, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mild surfactants:"",""bold"":true},{""type"":""text"",""value"":"" Carefully formulated cleansing agents to remove impurities from scalp and hair without disrupting their natural balance.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Full INCI: AQUA (WATER). LAURAMIDOPROPYL BETAINE. SODIUM COCOYL ISETHIONATE. GLYCERIN. SODIUM LAUROYL SARCOSINATE. SORBETH-230 TETRAOLEATE. POLYGLYCERYL-3 COCOATE. POLYGLYCERYL-4 CAPRATE. POLYGLYCERYL-6 CAPRYLATE. POLYGLYCERYL-6 RICINOLEATE. SODIUM CHLORIDE. FRAGARIA ANANASSA (STRAWBERRY) FRUIT EXTRACT. RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT. RUBUS IDAEUS (RASPBERRY) FRUIT EXTRACT. GLYCINE. LYSINE. ALLANTOIN. SODIUM PCA. UREA. GLUCOSE. GLUTAMIC ACID. POLYQUATERNIUM-7. POLYQUATERNIUM-10. XYLITYL SESQUICAPRYLATE. ANHYDROXYLITOL. SODIUM PHYTATE. GLUCONOLACTONE. CALCIUM GLUCONATE. POTASSIUM SORBATE. SODIUM BENZOATE. CITRIC ACID. LACTIC ACID. DECYL GLUCOSIDE. SORBITAN LAURATE. PARFUM (FRAGRANCE). LINALOOL. CI 14720."",""italic"":true},{""type"":""text"",""value"":""\n""}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulate water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hydration of hair and scalp, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Mild surfactants:"",""bold"":true},{""type"":""text"",""value"":"": Carefully formulated cleansing agents to remove impurities from scalp and hair without disrupting their natural balance.""}]}]}]}"
METAFIELD,'34523911782633,value,ar,,,ahead,ahead
METAFIELD,'34523911848169,value,ar,,,new,new
METAFIELD,'34523911880937,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Remove excess water, apply conditioner from mid-lengths to ends, leave on for 2–3 minutes and rinse with cool water.""}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""For best results, follow with the ""},{""type"":""text"",""value"":""Strawberry + NMF leave-in conditioner."",""bold"":true}]}]}]}"
METAFIELD,'34523963752681,value,ar,,,8452,
METAFIELD,'34523963785449,value,ar,,,8452,
METAFIELD,'34523963818217,value,ar,,,"A complete solution to hydrate, strengthen and soften hair.","A complete solution to hydrate, strengthen and soften hair."
METAFIELD,'34523963850985,value,ar,,,267 mL | 267 mL | 50 mL,267 mL | 267 mL | 50 mL
METAFIELD,'34523963883753,value,ar,,,Strawberry+ NMF,Strawberry+ NMF
METAFIELD,'34523963916521,value,ar,,,adult,adult
METAFIELD,'34523964113129,value,ar,,,Rutina Capilar Hidratante con Fresa + NMF | TARA,Rutina Capilar Hidratante con Fresa + NMF | TARA
METAFIELD,'34523964145897,value,ar,,,"Rutina capilar Fresa + NMF que aporta hidratación duradera, conforta el cuero cabelludo y protege frente al estrés oxidativo para un cabello suave y brillante.",روتين Capilar مغذٍ مع الفراولة وNMF الذي يوفر ترطيبًا دائمًا، يريح فروة الرأس ويحمي من الإجهاد التأكسدي لشعر ناعم ولامع.
METAFIELD,'34523964178665,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, offering a refreshing and comforting scent.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""A vibrant fusion of fresh strawberries and raspberries with delicate floral nuances, offering a refreshing and comforting scent.""}]}]}"
METAFIELD,'34523964375273,value,ar,,,Fragrance,Fragrance
METAFIELD,'34523964408041,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Our shampoo is the winner of the SheFinds Beauty Awards 2025.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""Our shampoo is the winner of the SheFinds Beauty Awards 2025.""}]}]}"
METAFIELD,'34523964440809,value,ar,,,Awards,Awards
METAFIELD,'34523964473577,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}"
METAFIELD,'34523964506345,value,ar,,,Free Of,Free Of
METAFIELD,'34523964702953,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": Rich in antioxidants, helps protect hair from oxidative stress and regulates water loss, contributing to balanced hydration and healthy shine.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": A humectant complex that restores and maintains hair and scalp hydration, reinforcing the scalp barrier and improving elasticity.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Argan, Olive, Sesame and Soy Oils"",""bold"":true},{""type"":""text"",""value"":"": A blend of nourishing oils that deeply hydrate, soften the hair fiber and protect against dryness and external aggressors without weighing hair down.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}","{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Strawberry Extract"",""bold"":true},{""type"":""text"",""value"":"": غني بمضادات الأكسدة، يساعد في حماية الشعر من الإجهاد التأكسدي وتنظيم فقد الماء، ما يساهم في ترطيب متوازن وبريق صحي.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Natural Moisturizing Factors (NMF)"",""bold"":true},{""type"":""text"",""value"":"": مجمّع رطوبة يعيد الترطيب ويحافظ عليه في الشعر وفروة الرأس، يعزز حاجز فروة الرأس ويحسّن المرونة.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Argan, Olive, Sesame and Soy Oils"",""bold"":true},{""type"":""text"",""value"":"": مزيج من الزيوت المغذية يرطب الشعر بشكل عميق، ينعّمه ويحميه من الجفاف والاعتداءات الخارجية دون تثقيله.""}]}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":"""",""italic"":true}]},{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""See full INCI on each product page."",""italic"":true}]}]}]}"
METAFIELD,'34523964735721,value,ar,,,Key Ingredients,المكوّنات الأساسية
METAFIELD,'34523964932329,value,ar,,,"{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Shampoo: "",""bold"":true},{""type"":""text"",""value"":""Thoroughly wet hair and scalp with warm water. Rub a walnut‑sized amount between damp palms to lather and massage the scalp with circular motions. Rinse and repeat if desired.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Squeeze out excess water, apply conditioner from mid‑lengths to ends, leave for 2–3 minutes and rinse with cool water.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Leave‑in Conditioner: "",""bold"":true},{""type"":""text"",""value"":""Apply to towel‑dried or dry hair, avoiding the roots. Use a small amount and distribute evenly. Adjust quantity by length and thickness for optimal results. Ideal for regular use and touch‑ups during the day.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""list"",""listType"":""ordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""الشامبو: "",""bold"":true},{""type"":""text"",""value"":""بلِّل الشعر وفروة الرأس جيداً بماء دافئ. افرك كمية بحجم عين الجوز بين راحتي اليدين المبللتين حتى تكوّن رغوة، ثم دلك فروة الرأس بحركات دائرية. اشطف وكرر إن رغبت.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""المكيف: "",""bold"":true},{""type"":""text"",""value"":""اعصر الماء الزائد، ضع المكيف من منتصف الشعر إلى الأطراف، اتركه لمدة 2–3 دقائق، ثم اشطف بماء بارد.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""المكوّن لا يُشطف: "",""bold"":true},{""type"":""text"",""value"":""يُطبق على الشعر المبلل بالمنشفة أو الجاف، مع تجنّب فروة الرأس. استخدم كمية صغيرة ووزّعها بالتساوي. اضبط الكمية حسب طول الشعر وكثافته لتحقيق النتائج المثلى. مثالي للاستخدام اليومي ولللمسات أثناء النهار.""}]}]}]}"
METAFIELD,'34523964965097,value,ar,,,How To Use,How To Use
METAFIELD,'34523964997865,value,ar,,,"{""type"":""root"",""children"":[{""listType"":""unordered"",""type"":""list"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Delivers deep, long‑lasting hydration: "",""bold"":true},{""type"":""text"",""value"":""Restores and maintains optimal hydration levels in hair and scalp, helping prevent dryness, dehydration and frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Provides scalp comfort and balance: "",""bold"":true},{""type"":""text"",""value"":""Promotes a more balanced, flexible and comfortable scalp, reducing tightness and dryness.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against photo‑ageing and oxidative stress: "",""bold"":true},{""type"":""text"",""value"":""Defends the hair fiber from damage caused by UV, pollution and free radicals, helping preserve youthfulness and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores softness, elasticity and natural shine: "",""bold"":true},{""type"":""text"",""value"":""Seals the cuticle, improves elasticity and returns luminosity to hair—leaving it softer, more flexible and visibly healthy without weighing it down.""}]}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""list"",""listType"":""unordered"",""children"":[{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Delivers deep, long‑lasting hydration: "",""bold"":true},{""type"":""text"",""value"":""Restores and maintains optimal hydration levels in hair and scalp, helping prevent dryness, dehydration and frizz.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Provides scalp comfort and balance: "",""bold"":true},{""type"":""text"",""value"":""Promotes a more balanced, flexible and comfortable scalp, reducing tightness and dryness.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Protects against photo‑ageing and oxidative stress: "",""bold"":true},{""type"":""text"",""value"":""Defends the hair fiber from damage caused by UV, pollution and free radicals, helping preserve youthfulness and vitality.""}]},{""type"":""list-item"",""children"":[{""type"":""text"",""value"":""Restores softness, elasticity and natural shine: "",""bold"":true},{""type"":""text"",""value"":""Seals the cuticle, improves elasticity and returns luminosity to hair—leaving it softer, more flexible and visibly healthy without weighing it down.""}]}]}]}]}"
METAFIELD,'34523965030633,value,ar,,,Key Benefits,Key Benefits
METAFIELD,'34523965096169,value,ar,,,new,new
METAFIELD,'34523965128937,value,ar,,,"{""reviewCount"":0,""reviewAverageValue"":""0.0""}","{""reviewCount"":0,""reviewAverageValue"":""0.0""}"
METAFIELD,'34523990130921,value,ar,,,Sérum Calmante para el Cuero Cabelludo Irritado | TARA,سيروم مُهدئ لفروة الرأس المتهيجة | TARA
METAFIELD,'34523990163689,value,ar,,,"Sérum revitalizante que calma el cuero cabelludo irritado, ayuda a reducir sebo y caspa y protege frente a la contaminación. Equilibrio y frescor duradero.",سيروم مُنعِش يهدئ فروة الرأس المتهيجة، يساعد في تقليل الدهون والقشرة ويحمي من التلوث. توازن ونضارة تدومان.
METAFIELD,'34523990196457,value,ar,,,Scalp serum that regulates pH and balances sebum production.,Scalp serum that regulates pH and balances sebum production.
METAFIELD,'34523990229225,value,ar,,,50 mL,50 mL
METAFIELD,'34523990261993,value,ar,,,Detox,Detox
METAFIELD,'34523990294761,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""An elegant fragrance combining mint and sage freshness with a woody, smoky touch. Citrus and spicy top notes lead to a refreshing heart and finish on a warm base of musk and sandalwood.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""An elegant fragrance combining mint and sage freshness with a woody, smoky touch. Citrus and spicy top notes lead to a refreshing heart and finish on a warm base of musk and sandalwood.""}]}]}"
METAFIELD,'34523990327529,value,ar,,,Fragrance,Fragrance
METAFIELD,'34523990524137,value,ar,,,"{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}","{""type"":""root"",""children"":[{""type"":""paragraph"",""children"":[{""type"":""text"",""value"":""All our formulas are free from sulfates, silicones, parabens, mineral oils and animal testing.""}]}]}"
METAFIELD,'34523990556905,value,ar,,,Free Of,Free Of
METAFIELD,'34523990589673,value,ar,,,Key Ingredients,Key Ingredients
