Type,Identification,Field,Locale,Market,Status,Default content,Translated content
COLLECTION,466273239273,meta_description,ar,,,Sets de cuidado capilar diseñados para rutinas integrales y resultados óptimos. Combinaciones expertas para tratar el cuero cabelludo y el cabello por completo.,
COLLECTION,466273272041,title,ar,,,Shop Skin,العناية بالبشرة
COLLECTION,466273272041,body_html,ar,,,"<style>#html-body [data-pb-style=ALDI718],#html-body [data-pb-style=MQ8O7QJ]{background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}#html-body [data-pb-style=ALDI718]{justify-content:center;display:flex;flex-direction:column;border-style:none;border-width:1px;border-radius:0;margin:0;padding:0}#html-body [data-pb-style=MQ8O7QJ]{align-self:stretch}#html-body [data-pb-style=HYYG8SI]{display:flex;width:100%}#html-body [data-pb-style=FMLNFD5],#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{justify-content:center;display:flex;flex-direction:column;background-size:cover;background-repeat:no-repeat;background-attachment:scroll;align-self:stretch}#html-body [data-pb-style=FMLNFD5]{background-position:center center;text-align:center;width:25%}#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{background-position:left top}#html-body [data-pb-style=GT3I3AG]{text-align:center;width:50%}#html-body [data-pb-style=JSG9CCW]{width:25%}#html-body [data-pb-style=I71JF2U],#html-body [data-pb-style=UJSR6XB]{border-style:none;border-width:1px;border-radius:0}#html-body [data-pb-style=UJSR6XB]{margin:0;padding:0}@media only screen and (max-width: 768px) { #html-body [data-pb-style=ALDI718]{display:flex;flex-direction:column;min-height:277px}#html-body [data-pb-style=FMLNFD5],#html-body [data-pb-style=GT3I3AG],#html-body [data-pb-style=JSG9CCW]{display:flex;flex-direction:column;align-self:stretch;min-height:277px}#html-body [data-pb-style=JSG9CCW]{min-height:40px} }</style><div data-content-type=""row"" data-appearance=""contained"" data-element=""main""><div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""ALDI718""><div class=""pagebuilder-column-group"" data-background-images=""{}"" data-content-type=""column-group"" data-appearance=""default"" data-grid-size=""12"" data-element=""main"" data-pb-style=""MQ8O7QJ""><div class=""pagebuilder-column-line"" data-content-type=""column-line"" data-element=""main"" data-pb-style=""HYYG8SI"">
<div class=""pagebuilder-column left-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images='{\""desktop_image\"":\""https://taraformula.com/media/wysiwyg/PLP_Skin_US_1_Desktop.jpg\"",\""mobile_image\"":\""https://taraformula.com/media/wysiwyg/PLP_Skin_US_1_Mobile.jpg\""}' data-element=""main"" data-pb-style=""FMLNFD5""></div>
<div class=""pagebuilder-column right-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images='{\""desktop_image\"":\""https://taraformula.com/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Dekstop_1.gif\"",\""mobile_image\"":\""https://taraformula.com/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Mobile_1.gif\""}' data-element=""main"" data-pb-style=""GT3I3AG""></div>
<div class=""pagebuilder-column text-wrapper"" data-content-type=""column"" data-appearance=""full-height"" data-background-images=""{}"" data-element=""main"" data-pb-style=""JSG9CCW"">
<h1 data-content-type=""heading"" data-appearance=""default"" data-element=""main"" data-pb-style=""I71JF2U"">More than just skin deep.</h1>
<div data-content-type=""text"" data-appearance=""default"" data-element=""main"" data-pb-style=""UJSR6XB""><p><span style=""font-weight: 400;"">Gentle, yet effective formulas that go beneath the surface to reveal your best skin yet.</span></p></div>
</div>
</div></div></div></div>","<style>#html-body [data-pb-style=A45CIWN],#html-body [data-pb-style=C5OAOG2]{background-position:left top;background-size:cover;background-repeat:no-repeat;background-attachment:scroll}#html-body [data-pb-style=A45CIWN]{justify-content:center;display:flex;flex-direction:column;border-style:none;border-width:1px;border-radius:0;margin:0;padding:0}#html-body [data-pb-style=C5OAOG2]{align-self:stretch}#html-body [data-pb-style=W0VWTUL]{display:flex;width:100%}#html-body [data-pb-style=AT6BCUW],#html-body [data-pb-style=C5D81PM],#html-body [data-pb-style=Y8V8V39]{justify-content:center;display:flex;flex-direction:column;background-size:cover;background-repeat:no-repeat;background-attachment:scroll;align-self:stretch}#html-body [data-pb-style=AT6BCUW]{background-position:center center;text-align:center;width:25%}#html-body [data-pb-style=C5D81PM],#html-body [data-pb-style=Y8V8V39]{background-position:left top}#html-body [data-pb-style=C5D81PM]{text-align:center;width:50%}#html-body [data-pb-style=Y8V8V39]{width:25%}#html-body [data-pb-style=GD2R5FV],#html-body [data-pb-style=MR6L40L]{text-align:right;border-style:none;border-width:1px;border-radius:0}#html-body [data-pb-style=MR6L40L]{margin:0;padding:0}@media only screen and (max-width: 768px) { #html-body [data-pb-style=A45CIWN]{display:flex;flex-direction:column;min-height:277px}#html-body [data-pb-style=AT6BCUW],#html-body [data-pb-style=C5D81PM],#html-body [data-pb-style=Y8V8V39]{display:flex;flex-direction:column;align-self:stretch;min-height:277px}#html-body [data-pb-style=Y8V8V39]{min-height:40px} }</style><div data-content-type=""row"" data-appearance=""contained"" data-element=""main""><div data-enable-parallax=""0"" data-parallax-speed=""0.5"" data-background-images=""{}"" data-background-type=""image"" data-video-loop=""true"" data-video-play-only-visible=""true"" data-video-lazy-load=""true"" data-video-fallback-src="""" data-element=""inner"" data-pb-style=""A45CIWN""><div class=""pagebuilder-column-group"" data-background-images=""{}"" data-content-type=""column-group"" data-appearance=""default"" data-grid-size=""12"" data-element=""main"" data-pb-style=""C5OAOG2""><div class=""pagebuilder-column-line"" data-content-type=""column-line"" data-element=""main"" data-pb-style=""W0VWTUL""><div class=""pagebuilder-column left-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images=""{\&quot;desktop_image\&quot;:\&quot;https://taraformula.ae/media/wysiwyg/PLP_Skin_ME_1_Desktop.jpg\&quot;,\&quot;mobile_image\&quot;:\&quot;https://taraformula.ae/media/wysiwyg/PLP_Skin_ME_1_Mobile.jpg\&quot;}"" data-element=""main"" data-pb-style=""AT6BCUW""></div><div class=""pagebuilder-column right-image"" data-content-type=""column"" data-appearance=""full-height"" data-background-images=""{\&quot;desktop_image\&quot;:\&quot;https://taraformula.ae/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Dekstop_2.gif\&quot;,\&quot;mobile_image\&quot;:\&quot;https://taraformula.ae/media/wysiwyg/Dew_Cloud_SkinPLP_LArgeImage_Mobile_2.gif\&quot;}"" data-element=""main"" data-pb-style=""C5D81PM""></div><div class=""pagebuilder-column text-wrapper"" data-content-type=""column"" data-appearance=""full-height"" data-background-images=""{}"" data-element=""main"" data-pb-style=""Y8V8V39""><h1 data-content-type=""heading"" data-appearance=""default"" data-element=""main"" data-pb-style=""GD2R5FV"">أكثر من مجرد عناية ببشرتك.</h1><div data-content-type=""text"" data-appearance=""default"" data-element=""main"" data-pb-style=""MR6L40L""><p><span style=""font-weight: 400;"">تركيبات لطيفة لكنها فعالة في الوقت ذاته، تتغلغل داخل بشرتك لتكشف عن نضارة لم تعهديها من قبل.</span></p></div></div></div></div></div></div>"
COLLECTION,466273272041,handle,ar,,,shop-skin,العناية-بالبشرة
COLLECTION,466273304809,title,ar,,,Accessories,Accessories
COLLECTION,466273304809,body_html,ar,,,"",
COLLECTION,466273304809,handle,ar,,,accessories,ملحقات
COLLECTION,466273337577,title,ar,,,Black Garlic+ Ceramides,Black Garlic+ Ceramides
COLLECTION,466273337577,body_html,ar,,,"<p>Comprehensive hair treatment to rebuild, strengthen and repair from the scalp to the hair fiber’s internal structure. Ideal for damaged, dry or porous hair.</p>",<p>علاج شامل لإعادة بناء الشعر وتقويته وترميمه من فروة الرأس حتى بنية الخصلة الداخلية. مناسب للشعر المتضرر، الجاف أو المسامي.</p>
COLLECTION,466273337577,handle,ar,,,black-garlic-ceramides,الثوم-الأسود-والسيراميدات
COLLECTION,466273337577,meta_title,ar,,,Ajo Negro + Ceramidas | Reparar y Fortalecer le Cabello | TARA,
COLLECTION,466273337577,meta_description,ar,,,"Tratamiento capilar completo para reconstruir, fortalecer y reparar desde el cuero cabelludo hasta la estructura interna de la fibra capilar. ",
COLLECTION,466273370345,title,ar,,,Onion + Peptides,Onion + Peptides
COLLECTION,466273370345,body_html,ar,,,<p>Anti‑hair‑loss haircare developed with Onion and next‑generation Peptides. This collection tackles shedding at the scalp to keep hair anchored and prolong the growth phase.</p>,<p>روتين مضاد لتساقط الشعر مطوّر بخلاصة البصل وببتيدات الجيل التالي. تَستهدف هذه التشكيلة التساقط عند مصدره في فروة الرأس لتثبيت الشعرة وإطالة طور النمو.</p>
COLLECTION,466273370345,handle,ar,,,onion-peptides,البصل-والببتيدات
COLLECTION,466273370345,meta_title,ar,,,Cebolla + Péptidos | Combatir la Caída y el Afinamiento | TARA,
COLLECTION,466273370345,meta_description,ar,,,"Cuidado capilar anticaída desarrollado con Extracto de Cebolla y CapixylTM. Reduce la caída capilar, mejora el anclaje del cabello y impulsa el crecimiento.",
COLLECTION,466273403113,title,ar,,,Date+ Multivitamin,Date+ Multivitamin
COLLECTION,466273403113,body_html,ar,,,"<p><span>The Date+ Multivitamin collection combines the benefits of nutrient‑rich botanicals with innovative biotech to nourish, strengthen and protect your hair from within.</span></p>",<p><span>تجمع مجموعة Date+ Multivitamin فوائد المستخلصات الغنية بالمغذيات مع تقنيات بيوتكنولوجية مبتكرة لتغذية الشعر وتقويته وحمايته من الداخل.</span></p>
COLLECTION,466273403113,handle,ar,,,date-multivitamin,التمر-والمتعدد-الفيتامينات
COLLECTION,466273403113,meta_title,ar,,,Dátil+ Multivitamínico | Nutrición y Bienestar Capilar | TARA,
COLLECTION,466273403113,meta_description,ar,,,"La colección Dátil+ Multivitamínico combina ingredientes innovadores para nutrir, fortalecer y proteger tu melena desde la raíz hasta las puntas. ",
COLLECTION,466273435881,title,ar,,,Detox,Detox
COLLECTION,466273435881,body_html,ar,,,"<p>The Tara Detox collection is the reset your scalp needs. Removes residue and impurities, revives follicles, balances sebum production and improves overall hair health.</p>",<p>روتين Tara Detox هو إعادة تهيئة لفروة الرأس. يزيل الرواسب والشوائب، ينعش البصيلات، يوازن إفرازات الزهم ويحسّن صحة الشعر بشكل عام.</p>
COLLECTION,466273435881,handle,ar,,,detox,الديتوكس
COLLECTION,466273435881,meta_title,ar,,,Detox | Purifica y Reequilibra el Cuero Cabelludo | TARA,
COLLECTION,466273435881,meta_description,ar,,,"La colección Detox de Tara elimina residuos e impurezas, revitaliza folículos, equilibra la producción de sebo y mejora la salud general del cabello.",
COLLECTION,466273468649,title,ar,,,Strawberry+ NMF,Strawberry+ NMF
COLLECTION,466273468649,body_html,ar,,,"<p><span>The Strawberry+ NMF collection is the definitive solution for dehydrated hair. Our 3‑step hydrating routine restores and maintains natural moisture, seals cuticles and leaves hair shiny, silky and frizz‑free.</span></p>",<p><span>تشكيلة Strawberry+ NMF هي الحل النهائي للشعر الجاف. روتين ترطيب ثلاثي يستعيد الرطوبة الطبيعية، يغلق القشور ويترك الشعر لامعًا، ناعمًا وخاليًا من الهيشان.</span></p>
COLLECTION,466273468649,handle,ar,,,strawberry-nmf,الفراولة-و-العوامل-المرطبة
COLLECTION,466273468649,meta_title,ar,,,Fresa+ NMF | Hidratación para el Cabello | TARA,
COLLECTION,466273468649,meta_description,ar,,,"La solución definitiva para cabello deshidratado. Rutina hidratante que restaura la hidratación, sella cutículas y deja el cabello sedoso y sin encrespamiento.",
COLLECTION,466273501417,title,ar,,,Best Sellers,Best Sellers
COLLECTION,466273501417,body_html,ar,,,"<p>Discover Tara’s top‑selling haircare products. Expert formulas that strengthen scalp and hair, chosen by those seeking visible, lasting results.</p>",<p>اكتشفي منتجات Tara الأكثر مبيعًا. تركيبات خبراء تقوّي فروة الرأس والشعر، مختارة لمن يبحثون عن نتائج مرئية ومستدامة.</p>
COLLECTION,466273501417,handle,ar,,,best-sellers,الأكثر-مبيعا
COLLECTION,466273501417,meta_title,ar,,,Productos Más Vendidos | TARA,
COLLECTION,466273501417,meta_description,ar,,,Descubre los productos de cuidado capilar más vendidos de Tara. Fórmulas expertas que fortalecen el cuero cabelludo y el cabello para resultados visibles.,
COLLECTION,466273534185,title,ar,,,Hair Masks,Hair Masks
COLLECTION,466273534185,body_html,ar,,,"<p>High‑performance hair masks that repair, nourish and strengthen hair deeply. Intensive treatments for a stronger, healthier hair fiber.</p>",<p>أقنعة أداء عالٍ تُرمّم، تُغذّي وتُقوّي الشعر بعمق. علاجات مكثفة لزيادة قوة وخامة خصلات الشعر.</p>
COLLECTION,466273534185,handle,ar,,,hair-masks,اقنعة-الشعر
COLLECTION,466273534185,meta_title,ar,,,Mascarillas Capilares sin siliconas | TARA,
COLLECTION,466273534185,meta_description,ar,,,"Mascarillas capilares de alta eficacia que reparan, nutren y fortalecen el cabello. Tratamientos intensivos para una fibra capilar más fuerte y saludable.",
COLLECTION,466273566953,title,ar,,,New Arrivals,New Arrivals
COLLECTION,466273566953,body_html,ar,,,<p>Discover the latest from Tara in haircare. New formulas and advanced actives designed to improve scalp health and hair fiber performance.</p>,<p>اكتشفي أحدث ما قدمته TARA في مجال العناية بالشعر. صيغ جديدة ومكونات فعّالة متقدمة صمّمت لتحسين صحة فروة الرأس وأداء خصلات الشعر.</p>
COLLECTION,466273566953,handle,ar,,,new-arrivals,وصل-حديثا
COLLECTION,466273599721,title,ar,,,By Product,By Product
